m1,m2,m3,x1,y1,z1,x2,y2,z2,x3,y3,z3,vx1,vy1,vz1,vx2,vy2,vz2,vx3,vy3,vz3
4.870233609931015,1.458453368152537,3.9022088669344708,0.0,0.0,0.0,-1.27272213808161,1.2293919761627325,4.329354725824604,-7.000438500958044,7.571871307654234,3.0734461193567935,0.05646024481992218,0.024130798384801477,0.2605061537897495,0.493231980955558,-0.34138113734208453,-0.0039111714394052255,0.4936106161162792,-0.26552319158928794,0.04744544372654158
1.1100012318739232,2.1572746969466485,2.7751610015791175,0.0,0.0,0.0,1.1049162924319518,-6.181114256204541,2.1476870700463095,5.142456366201792,-4.327700201515912,5.470147384258588,-0.45828204385350224,-0.04507951084335804,0.44392487037082107,0.41497680858287267,0.4003914202250174,0.4899657094466131,-0.345890501572823,-0.4415454546401575,0.4194614600304972
2.7116666848007855,1.5807894023941098,1.5951014178116139,0.0,0.0,0.0,-0.03384204354363973,7.699533535844225,4.239015522562395,9.815274690819479,3.4262869258199036,6.981155344958477,-0.08715804646401981,-0.06378049494054694,-0.0824945068211912,-0.411152703113293,-0.09541555689397108,0.4117596810667339,-0.12446834610589486,-0.3000056977555693,-0.48703002807210405
2.7607224148709215,3.684506470941003,2.017348458429693,0.0,0.0,0.0,4.349378648035332,6.776474678867906,-3.007224105212625,0.7181836117512965,-6.441241136004394,-8.539235139536956,0.4033448196946924,0.3417748615775247,0.0668780466948794,0.14196972575692712,-0.402085025276973,0.3616122309958857,-0.3924198277645079,-0.02401310082218433,0.29689254518652564
4.615013543153776,2.5001151504183032,1.247196541789545,0.0,0.0,0.0,-0.042675096877321295,8.03929539758434,-9.701998298212835,-7.166740802227336,-0.8658364992551526,3.2499123965819052,0.06233260605571311,0.3506525817006916,-0.2158526345208891,-0.3760339786948754,0.33062272142617044,0.17586018173865048,0.39474331301253895,0.1472780245986819,-0.16628187278846907
1.3241097642540338,2.7205987723528042,2.368623274967511,0.0,0.0,0.0,-4.094751600086568,1.4900611944797326,-2.42029049317527,-1.3580606961842392,2.366700967386887,-2.1489835333662928,-0.27220350993451037,-0.47624933382668744,0.4320629476492728,0.1825462100052726,0.04650262939445571,0.23188278743241864,-0.029101687864453885,0.21253641578014804,0.2074478941852701
3.374942730520224,2.8195394827163365,3.843100745365251,0.0,0.0,0.0,-6.644035871840157,-0.02815507871077827,2.362488715497374,-5.996929130994015,-9.958743353675859,5.556273296494371,-0.0016594348552232407,-0.173336920558396,0.31299437114255335,0.1164317909928343,-0.22623864105901803,0.21913909523805875,-0.3340909165984094,0.1921742206239222,0.31838037421104604
1.0057567876513756,4.907458557777199,1.1688145174224882,0.0,0.0,0.0,-7.820618992103647,2.610817539322932,-3.995536215812166,-3.3178714475870503,-2.3431107408918823,-3.15919871112472,0.03861198452578973,0.07229852912438384,-0.3839090011116043,-0.06874866336896757,-0.10994392237246298,-0.17648979162935208,0.429905984783586,-0.05460960544394422,-0.37789496439695947
2.7010735295523705,2.666526839991802,2.6408091152971793,0.0,0.0,0.0,2.0682325967941484,-0.2611425070536022,1.0968560312496223,-7.652514102619072,4.296320236761275,-2.99351634884395,-0.08407104894122475,0.33003861407841006,0.1793204135199572,0.49784548739672674,0.13183234847717373,-0.22338266586720024,-0.30243000920413854,0.45456972599673795,-0.3989004740696226
2.8207282629411474,2.058701713899991,2.0229608336097566,0.0,0.0,0.0,-2.7671985749774493,7.441496797501692,-6.736181984486132,7.709974698465146,1.2017811677175576,5.990255164374776,-0.19351353104644353,-0.011825197507289276,-0.4666254991691158,-0.16806791911452346,-0.4503329780042914,-0.4944744935245935,-0.10119891523950064,-0.40254683433743965,0.3975225093514305
3.377249162393869,1.8926064736867514,1.0990196580787983,0.0,0.0,0.0,5.337587209261576,2.802363802580503,1.5748231019830943,-8.49434770007167,5.163504238048182,8.753452377327498,0.33105708043271576,-0.27189319406714996,-0.1755702412672021,0.27691558043647424,-0.296796020423158,-0.00017108822695344195,0.2718480973424693,-0.15750154930024052,-0.04089130310709921
3.469131766127468,1.231659767598218,3.343314083346282,0.0,0.0,0.0,-2.4595845192577865,3.9141750609010977,-0.17444367828140273,-9.090826177209795,-7.091439826704211,3.754219547030967,0.38690356143950777,-0.04868443382427201,0.07574721959307806,0.0837418992400848,-0.09779560677010313,0.025675318403579284,0.07162742255548804,0.12931683302313313,0.47770403509443804
