m1,m2,m3,x1,y1,z1,x2,y2,z2,x3,y3,z3,vx1,vy1,vz1,vx2,vy2,vz2,vx3,vy3,vz3
2.2321741849344967,1.0935485020994502,3.1095685896971186,0.0,0.0,0.0,-5.251983770363178,-1.5952627193160893,-2.8178993693490373,-0.3962289289008698,1.791540696617684,-6.823724847624262,0.2710374012537805,0.08317535736615311,0.06988993208325622,-0.26175564446523414,0.46456809752507866,-0.4622106124808908,0.3332834236016389,0.35842306490628606,0.2028217204355387
4.525776782762487,1.9885115876974946,3.013907255369756,0.0,0.0,0.0,-4.530152828233853,-3.936472920522105,4.7378329848590734,-9.127567772062795,-1.092084452269276,-1.6709452681800734,0.3236300447283672,0.2918842424365897,0.43207306117216915,-0.4982604634304766,0.4135681882316461,0.3957234112865218,-0.0805679146029381,0.4307919972996278,-0.21991406549122017
1.3781008411011357,4.994890571146577,1.1717498254233742,0.0,0.0,0.0,-4.977289373309279,7.158694511569063,0.1066591245698838,7.617319972367763,-4.25617233856125,-9.10076019736309,0.1953437274612626,-0.051968489070106316,-0.14793408753033133,0.40011843087370336,0.26222100152413197,0.15513722875325942,-0.4083984894472733,-0.40675282248073763,0.15692403901108154
1.9880148933539048,3.3681065975468036,2.364511660062075,0.0,0.0,0.0,7.014750485205951,1.2577712865049975,-0.5302491473180897,-9.534673021097808,-3.4059414584567627,-3.088301315570239,0.06503032697647537,0.06882615265365322,-0.14597069139535312,-0.21384284688858957,0.14167377150145466,-0.4429124814828924,0.24345456142789101,0.17626212713564082,0.23084501801577373
1.5858581377946228,4.133284605946159,4.594944974602116,0.0,0.0,0.0,-2.511842537895694,-7.547898116566514,-7.869756880779406,3.238008637070619,3.169584491276167,-9.87077809131177,-0.2877108001293496,0.4660826896686949,-0.10370992229757015,-0.02400824497784615,-0.1295808129309487,-0.29335387791125933,0.4297440212925443,-0.4750439556312168,0.452509127274879
1.4206001435466709,3.4275309837067263,2.642238278769059,0.0,0.0,0.0,9.01173610460945,4.189844379310024,0.5479099790457553,-1.1785672010429344,9.9676288897925,4.757175308358972,0.4421044941314236,-0.281992602332522,-0.404458031939383,-0.18164051986267216,0.21892160605460387,-0.4061145226489229,-0.21450258108349818,-0.4136411113206546,0.05800643658593485
2.77716090397961,4.770401711947299,3.313085543704989,0.0,0.0,0.0,-9.548756568932092,-3.6262294565028768,3.69563515134573,-6.453321210017022,-6.600770633005293,6.441005882781354,0.11688561299138978,0.4791169557088053,0.05869376384454872,-0.1679576906602419,-0.3377098282455989,-0.2207921894766265,-0.05396757353287496,-0.14610036919379565,-0.3552192829789327
1.626258265075701,2.5014231052397577,2.5214460780971995,0.0,0.0,0.0,-2.615814475386542,0.5891436510626118,2.145314450581516,0.4756247364304187,5.872906459543534,-8.97679561402271,-0.47318883155264746,-0.06202621596660407,-0.01500559139947455,0.31007816350164863,0.13368137237999933,0.05006794103739509,0.20820099194049546,-0.025636932508956822,0.11484463905136066
2.8200922637409667,2.5610621488402496,1.5655587971422515,0.0,0.0,0.0,-0.723796089249614,6.207402897055964,-9.536081262428137,-8.816586316023301,-4.243099404556922,-9.834377759543816,-0.09851987098947101,-0.3067964502348218,0.05916143459620149,-0.07421356016639913,-0.038494847527152376,-0.41703096045818466,-0.12384879677440142,0.18324391526904316,-0.1272613834534395
3.9676253821455614,1.6819138153308635,1.561320136857168,0.0,0.0,0.0,-4.4914793780668605,3.6860424956916287,-0.958360895446841,4.827731420461401,7.106251719951452,-9.787103435802196,-0.4264431607023561,0.2957450694116137,-0.21310767106326645,0.22422807250992915,-0.16223597132001477,0.3332164734877229,0.03088007995122244,0.14267327352733028,-0.40535564477269637
4.132197541456563,2.4465000400961077,1.1981241351092433,0.0,0.0,0.0,-0.7737056132088753,-8.11668644592854,9.383626679118823,8.058123306453481,8.457414226726115,2.833741958622767,-0.17937664433527356,0.2956855636781769,-0.3824385064125655,0.12371434441005269,0.371291229348382,-0.14753218658478717,0.4026456169125874,-0.23036188521227374,0.38830124909229125
3.50465980227406,1.6071010839118718,4.32915195006791,0.0,0.0,0.0,-9.787763968360641,-6.6101349179236735,-5.71212320702567,6.966529707116898,7.210699379583566,-9.37310508419825,-0.08959611945938317,0.1980046613689601,-0.1604637272786873,0.04962002735925852,0.14152810069125465,0.19462097158874325,0.028135725100961406,-0.0758046986599582,-0.23667130723993413
1.9680589712449628,3.0356067289084083,3.580725279903892,0.0,0.0,0.0,7.334415717256615,7.284993670977073,2.2598267072696583,-0.6585911140796075,-3.50257799859945,-2.2912605133299335,0.47858442079134855,0.08813377588284177,-0.30221259615918616,0.04975132163172513,0.2445472235167484,0.27857436878093766,0.38644605483633576,-0.36794942993128377,0.35655638791137934
